Date,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Year,Month,DayOfWeek,Cluster,Anomaly,Cluster_DBSCAN
,4 safar 1429 A.H,Working Day,No Info,12:55:00 PM,North Waziristan,32.9746,70.1456,FATA,Aidak village in mirali-near miranshah,Religious,Low,Open,ANP gathring,Government official,None,6.0,10.0,9.0,13,1.0,0 Kg,Unknown,2.245,36.041,,,,2,1,-1
,9 safar 1429 A.H.,Working Day,No Info,Unknown,Swat,35.2227,72.4258,KPK,Mingora-army media center on saidu sharif road,Military,High,Closed,army media center and base near Gul Kadda,Military,None,2.0,3.0,14.0,18,1.0,0 Kg,District headquarters hospital saidu sharif,12.725,54.905,,,,2,1,-1
,9 safar 1429 A.H.,Working Day,No Info,evening,Kuram Agency ,35.2227,72.4258,FATA,PPP election office in Eidgah market of Parachinar bazar,Government,High,Closed,None,Government official,None,38.0,47.0,109.0,110,1.0,0 Kg,Agency headquarter hospital,12.725,54.905,,,,1,-1,-1
,18 safar 1429 A.H,Working Day,No Info,2:45:00 PM,Rawalpindi,33.6058,73.0437,Punjab,Rawalpindi-R.A bazar mall road Sadar-nadira suift center,Mobile,High,Closed,near Surgeon-gernal car on signal,Military,None,0.0,8.0,20.0,30,1.0,4-5kg,1.CMH 2.MH 3.Contonment hospital 4. rwp general hospital 5. DHQ hospital,14.47,58.046,,,,2,1,-1
,22 safar 1429 A.H.,Working Day,No Info,8:00 PM,Swat,32.935,70.6688,KPK,Swat Mingora DSP Funeral,Park/Ground,Low,Open,None,Police,None,38.0,45.0,40.0,100,1.0,0 Kg,1.Saidu Shrif hospital ,19.85,67.73,,,,4,1,-1
,23 safar 1429 A.H.,Working Day,No Info,Unknown,Bajaur Agency,34.8718,71.5249,FATA,Khar-jardar area,Mobile,High,Open,None,Military,None,0.0,2.0,0.0,23,1.0,0 Kg,Unknown,19.375,66.875,,,,2,1,10
,24 safar 1429 A.H.,Holiday,Weekend,11:00:00 AM,Dara Adam Khel,33.6854,71.5131,KPK,Dara adamkhel Jirga ,Park/Ground,Low,Open,peace Jirga ,Anti-Militants,None,40.0,43.0,50.0,60,1.0,0 Kg,1.Lady Reading Hospital 2.Hayatabad medical Complex,19.455,67.019,,,,4,1,-1
,26 safar 1429 A.H,Working Day,No Info,1:05PM,Lahore ,31.5451,74.3407,Punjab,Navy war college mall road lahore,Military,High,Closed,Navy college ,Military,None,4.0,8.0,15.0,24,2.0,0 Kg,1.CMH 2.Service hospital,20.655,69.179,,,,2,1,-1
,3 Raby` al-awal 1429 A.H,Working Day,No Info,9:15 AM to 9:20:00 AM,Lahore ,31.5451,74.3407,Punjab,FIA building Temple road near The Mall-near regal chowk,Government,High,Closed,None,Government Official,None,26.0,31.0,175.0,200,1.0,50kg,1.Ganga Ram Hospita 2.Mayo Hospital ,21.295,70.331,,,,3,-1,-1
,3 Raby` al-awal 1429 A.H,Working Day,No Info,9:20:00 AM,Lahore ,31.5451,74.3407,Punjab,Bungalow no 83/F Model Town-an advertising agency office,Residence,Low,Closed,None,Civilian,None,3.0,6.0,0.0,12,1.0,30kg ,Ganga Ram hospital ,21.295,70.331,,,,2,1,-1
,9 Raby` al-awal 1429 A.H.,Working Day,No Info,Unknown,Swat,35.2227,72.4258,KPK,Mingora police Lines ,Police,High,Closed,None,Police,None,2.0,3.0,5.0,7,1.0,0 Kg,Saidu Sharif hospital,22.5,72.5,,,,2,1,-1
,12 Raby` al-awal 1429 A.H.,Holiday,Eid Milad un-Nabi,3:00 PM,South Waziristan,32.3202,69.8597,FATA,Army Camp at Zari noor-Wana,Military,High,Closed,None,Military,None,0.0,5.0,9.0,11,1.0,0 Kg,Military Hospital ,18.655,65.579,,,,2,1,-1
2008-05-01,25 Raby` al-THaany 1429 A.H,Holiday,Labour Day,Thursday Morning,Khyber Agency,34.0211,71.2874,FATA,Takia-Bar Qambarkhel Mosque,Religious,Medium,Closed,None,Religious,Sunni,0.0,2.0,17.0,30,1.0,0 Kg,Unknown,28.985,84.173,2008.0,5.0,Thursday,2,1,-1
2008-05-06,1 Jumaada al-awal 1429 A.H,Working Day,No Info,8:40:00 AM/9:30:00 AM,Bannu,32.935,70.6688,KPK,Bannu police  check post,Police,High,Open,None,Police,None,3.0,7.0,10.0,15,1.0,0 Kg,1.DHQ 2.CMH,28.62,83.516,2008.0,5.0,Tuesday,2,1,-1
2008-05-09,4 Jumaada al-awal 1429 A.H,Working Day,No Info,Friday Night,Swat,35.2227,72.4258,KPK,Mingora police Station ,Police,High,Closed,None,Police,None,0.0,1.0,3.0,4,1.0,0 Kg,1.district headquarters hospital saidu sharif ,23.985,75.173,2008.0,5.0,Friday,2,1,-1
2008-05-18,13 Jumaada al-awal 1429 A.H.,Holiday,Weekend,8:00:00 PM,Mardan,34.1982,72.0444,KPK,Military run bakery near a punjab regiment center in Mardan cantt,Military,High,Closed,None,Military,None,11.0,13.0,23.0,25,1.0,0 Kg,1.CMH 2.District Headqurtar Hospital ,29.61,85.298,2008.0,5.0,Sunday,4,1,-1
,28 Jumaada al-awal 1429 A.H.,Working Day,No Info,1:00:00 PM/1:05PM,Islamabad,33.718,73.0718,Capital,Islamabad Danish Embassy,Foreign,High,Closed,None,Foreigner,Jews,0.0,8.0,25.0,30,1.0,50kg,1.PIMS 2.Federal Government Service Hospital,26.5,79.7,,,,4,1,-1
,3 Rajab 1429 A.H.,Holiday,Weekend,7:50:00/7:45:00 PM,Islamabad,33.718,73.0718,Capital,Melody market near lal masjid,Market,Low,Open,None,Police,None,15.0,20.0,20.0,47,1.0,5 kg,1.PIMS 2.Poly Clinic 3.Federal Government Service Hospital,26.86,80.348,,,,4,1,-1
,10 Rajab 1429 A.H,Holiday,Weekend,Unknown,D.I Khan,31.8238,70.9095,KPK,Shiite gathering -Near kotli imam Hussain,Religious,Medium,Closed,None,Religious,Shiite,0.0,1.0,3.0,4,1.0,0 Kg,Unknown,31.075,87.935,,,,2,1,-1
,12 SHa`baan 1429 A.H,Working Day,No Info,11:35:00 PM,Lahore ,31.5451,74.3407,Punjab,neaar Iqbal Town police Station Lahore at dubai CHOWK SIGNAL,Police,High,Open,None,Police,None,8.0,9.0,20.0,35,1.0,0 Kg,1.Sheikh Zahid Hospital,25.835,78.503,,,,4,1,-1
,18 SHa`baan 1429 A.H.,Working Day,No Info,1:30:00 PM,D.I Khan,31.8238,70.9095,KPK,Distric headquarter hospital,Hospital,Low,Closed,during the shiite protest against the death of shiite govt official,Civilian,Shiite,30.0,32.0,33.0,55,1.0,0 Kg,1.Combined Military Hospital ,31.495,88.691,,,,4,1,-1
,20 SHa`baan 1429 A.H,Working Day,No Info,2:37:00 PM,Rawalpindi,33.6058,73.0437,Punjab,Wah Cant Pakistn Ordinance Factories ,Military,High,Closed,None,Government Official,None,70.0,100.0,67.0,200,2.0,0 Kg,pof hospital,28.89,84.002,,,,1,-1,-1
,22 SHa`baan 1429 A.H,Working Day,No Info,7:45:00 AM,Swat,35.2227,72.4258,KPK,Charbagh checkpost,Police,High,Open,None,Police,None,7.0,15.0,0.0,20,1.0,100Kg,1.Saidu sharif hospital ,25.69,78.242,,,,2,1,-1
,28 SHa`baan 1429 A.H,Working Day,No Info,7:00:00 AM,Kohat,33.5833,71.4333,KPK,army base camp/emergency center near Kohat tunnel,Military,High,Closed,None,Military,None,2.0,5.0,25.0,39,1.0,0 Kg,1.CMH Kohat,27.705,81.869,,,,4,1,-1
,6 RamaDHaan 1429 A.H,Working Day,No Info,Unknown,Peshawar,34.0043,71.5448,KPK,Zangali Checkpost on kohat road,Police,High,Open,None,Police,None,30.0,35.0,70.0,90,1.0,150Kg,Lady Reading Hospital-Khyber teaching-Hayatabad complex,23.44,74.192,,,,1,1,-1
,16 RamaDHaan 1429 A.H,Working Day,No Info,Half hour after aftar,Swat,35.2227,72.4258,KPK,Kabal check post ,Police,High,Open,None,Police,None,2.0,10.0,0.0,25,1.0,0 Kg,Unknown,25.95,78.71,,,,2,1,-1
,20 RamaDHaan 1429 A.H,Working Day,No Info,Unknown,North waziristan,32.9746,70.1456,KPK,military convoy on Miranshah road near Norak,Mobile,High,Open,None,Military,None,7.0,17.0,5.0,20,1.0,0 Kg,1.CMH Bannu hospital,22.06,71.708,,,,2,1,-1
,20 RamaDHaan 1429 A.H,Working Day,No Info,8:05:00 PM,Islamabad,33.718,73.0718,Capital,Islamabad Marriott Hotal ,Hotel,Medium,Closed,None,Foreigner,None,40.0,60.0,200.0,300,1.0,1000 Kg,1.Poly Clinic  2. PIMS,24.41,75.938,,,,3,-1,-1
,22 RamaDHaan 1429 A.H,Working Day,No Info,Unknown,Swat,35.2227,72.4258,KPK,military security checkpost in Madian Town swat,Military,High,Open,None,Military,None,9.0,13.0,2.0,3,1.0,0 Kg,Unknown,21.005,69.809,,,,2,1,-1
,24 RamaDHaan 1429 A.H,Working Day,No Info,Unknown,Quetta,30.2095,67.0182,Baluchistan,Quetta cantt military Check post ,Military,High,Open,None,Military,None,1.0,14.0,22.0,25,1.0, 8 Kg,1.CMH Hospital 2.Civil Hospital,23.225,73.805,,,,4,1,-1
,3 SHawwal 1429 A.H,Holiday,Eid-ul-Fitar,4:00:00 PM,Peshawar,34.0043,71.5448,KPK,wali bagh charsadda,Residence,Medium,Closed,None,Government Official,None,4.0,5.0,0.0,18,1.0,0 Kg,1.District Hospital Charsadda ,29.445,85.001,,,,2,1,-1
,6 SHawwal 1429 A.H,Working Day,No Info,4:45:00 PM,Bhakkar ,31.6216,71.065,Punjab,Bhakkar Rasheed Noranni MNA house,Residence,Medium,Closed,None,Government Official,None,22.0,26.0,60.0,100,1.0,0 Kg,1.Nishtar Hospital Multan,29.025,84.245,,,,4,1,-1
,9 SHawwal 1429 A.H,Working Day,No Info,12:45:00 PM,Islamabad,33.718,73.0718,Capital,Islamabad Police line-anti terrorist squad building,Police,High,Closed,lawmakers gathered for a secret security briefing,Police,None,0.0,15.253138075313808,6.0,12,1.0,60Kg,1. PIMS 2.Federal Government Services,24.17,75.506,,,,2,1,-1
,9 SHawwal 1429 A.H,Working Day,No Info,12:55:00 PM,Khyber Agency,34.0211,71.2874,FATA,near michni post in landi kotal,Mobile,High,Open,None,Foreigner,Christian,0.0,0.0,0.0,0,1.0,0 Kg,Unknown,24.47,76.046,,,,2,1,5
,10 SHawwal 1429 A.H,Working Day,No Info,Unknown,Orakzai Agency,32.9746,70.1456,FATA,anti-taliban Jirga-Khadezai area in upper Orakzai Agency,Park/Ground,Low,Open,None,Anti-Militants,Sunni,40.0,85.0,90.0,200,1.0,8 ft deep crater,1.Kohat Dvisional Headquarters Hospital  2.Gahluj hospital 3.Hospitals in Hangu and Kohat ,20.58,69.044,,,,1,1,-1
,16 SHawwal 1429 A.H,Working Day,No Info,Unknown,Swat,35.2227,72.4258,KPK,Mingora police Station ,Police,High,Closed,None,Police,None,0.0,4.0,0.0,27,1.0,0 Kg,Unknown,19.835,67.703,,,,2,1,4
,26 SHawwal 1429 A.H,Holiday,Weekend,9:45:00 PM,Mohmand Agency,32.9746,70.1456,FATA,Mohmad Agency-naqi Checkpost ,Military,High,Open,None,Military,None,11.0,10.0,0.0,5,1.0,0 Kg,1.Ghalaanai Hospital ,15.35,59.63,,,,2,1,-1
,29 SHawwal 1429 A.H.,Working Day,No Info,2:15:00 PM,Bannu,32.9861,70.6042,KPK,Militay checkpost cantoment area bannu,Military,High,Open,None,Military,None,0.0,15.253138075313808,0.0,14,1.0,0 Kg,1.Combined Military Hospital ,22.09,71.762,,,,2,1,2
,2 Thw al-Qi`dah 1429 A.H,Working Day,No Info,1:30:00 PM,Mardan,34.1982,72.0444,KPK,outside the office of Mardan DIG in malakand mardan road,Police,High,Closed,None,Police,None,9.0,10.0,21.0,25,1.0,0 Kg,district headquarter hospital,20.895,69.611,,,,4,1,-1
,5 Thw al-Qi`dah 1429 A.H,Holiday,Weekend,9:00 AM,South Waziristan,32.3202,69.8597,FATA,Zalai FC checkpost wana,Military,High,Open,None,Military,None,0.0,8.0,0.0,8,1.0,0 Kg,Unknown,21.735,71.123,,,,2,1,7
,6 Thw al-Qi`dah 1429 A.H,Working Day,No Info,Unknown,Hangu,33.5351,71.0713,KPK,Doabba-checkpost near surpul on hangu tal road,Police,High,Open,None,Police,None,0.0,7.0,0.0,4,1.0,40 kg,CMH Hangu,21.11,69.998,,,,2,1,5
,8 Thw al-Qi`dah 1429 A.H,Working Day,No Info,Unknown,Swat,35.2227,72.4258,KPK,Swat Police check post ,Police,High,Open,None,Police,None,0.0,2.0,0.0,10,1.0,0 Kg,Syedo Shrif Hospital ,16.485,61.673,,,,2,1,4
,8 Thw al-Qi`dah 1429 A.H,Working Day,No Info,Unknown,Bajaur Agency,34.8718,71.5249,FATA,Salarzai Jirga  in batmali area-Bajaur,Park/Ground,Low,Open,tribes were discussing formation of lashkar,Anti-Militants,Sunni,16.0,23.0,31.0,45,1.0,0 Kg,Unknown,16.705,62.069,,,,4,1,-1
,13 Thw al-Qi`dah 1429 A.H,Working Day,No Info,Unknown,Peshawar,34.0043,71.5448,KPK,Qayyum Stadium ,Park/Ground,Low,Open,Sport Stadium,Government Official,None,3.0,4.0,13.0,20,1.0,7 or 8Kg,1.Lady Reading Hospital 2.Combined Military Hospital ,19.17,66.506,,,,2,1,-1
,14 Thw al-Qi`dah 1429 A.H,Working Day,No Info,10:00:00 AM,Charsadda,34.1509,71.7359,KPK,attack on security forces camp in Subhan Khaur school-shabqadar area near muhamand agency boder,Military,High,Closed,None,Military,None,0.0,7.0,10.0,12,1.0,0 Kg,Unknown,19.165,66.497,,,,2,1,-1
,19 Thw al-Qi`dah 1429 A.H.,Working Day,No Info,11:15:00 AM,Swat,35.2227,72.4258,KPK,Security checkpost in gashgur area of  Khawazakhela,Military,High,Open,None,Military,None,0.0,10.0,0.0,8,1.0,0 Kg,Unknown,14.075,57.335,,,,2,1,4
,22 Thw al-Qi`dah 1429 A.H.,Working Day,No Info,during maghrib prayer,Bajaur Agency,34.8718,71.5249,FATA,Mosque in Badaan area of mamund,Religious,Medium,Closed,maghrib prayer,Religious,Sunni,0.0,9.0,0.0,0,1.0,0 Kg,District hospital Bajur,14.17,57.506,,,,2,1,10
,30 Thw al-Qi`dah 1429 A.H.,Working Day,No Info,Unknown,Buner,34.3943,72.6151,KPK,near Tarezi Chowk on the main Bannu-Kohat road.,Mobile,High,Open,None,Police,None,0.0,9.0,0.0,16,1.0,0 Kg,Unknown,16.61,61.898,,,,2,1,5
,3 Thw al-Hijjah 1429 A.H,Working Day,No Info,Monday Morning,Swat,35.2227,72.4258,KPK,sangota checkpost in mingora,Military,High,Open,None,Military,None,0.0,10.0,0.0,50,1.0,0 Kg,Unknown,15.45,59.81,,,,2,1,4
,5 Thw al-Hijjah 1429 A.H,Working Day,No Info,Unknown,Charsadda,34.1509,71.7359,KPK, Army Convoy passing from shabqadar,Mobile,High,Open,Army convoy ,Military,None,5.0,6.0,8.0,10,1.0,0 Kg,Unknown,15.815,60.467,,,,2,1,-1
,8 Thw al-Hijjah 1429 A.H,Working Day,No Info,12:30:00pm,Orakzai Agency,32.9746,70.1456,KPK,bazar of Kalaia area of lower Orakzai angency,Market,Low,Open,None,Civilian,None,6.0,10.0,8.0,15,1.0,0 Kg,Kalidya Hospital ,12.465,54.437,,,,2,1,-1
,11 Thw al-Hijjah 1429 A.H,Working Day,No Info,Unknown,Buner,34.3943,72.6151,KPK,in Dagar-an area of Buner ,Park/Ground,Low,Open,None,Government Official,None,0.0,1.0,0.0,4,1.0,0 Kg,Unknown,14.39,57.902,,,,2,1,5
,Unknown,Holiday,Weekend,10:30:00 AM,Buner,34.3943,72.6151,KPK,Buner Poling station-Infront of govt high school Shalbandi,Government,High,Open,None,Government official,None,34.0,37.0,0.0,16,1.0,0 Kg,Unknown,11.41,52.538,,,,0,1,-1
,7 MuHarram 1430 A.H,Holiday,Weekend,7:30:00 PM,D.I Khan,31.8238,70.9095,KPK,multan road in Deara Ismail Khan,Mobile,High,Open,muharram ul haram rally,Police,None,7.0,10.0,21.0,25,1.0, 10 kg ,Poly clinic multan ,11.445,52.601,,,,4,1,-1
,7 MuHarram 1430 A.H,Holiday,Weekend,Unknown,Bannu,32.9861,70.6042,KPK,near a check-post in Officers Colony,Police,High,open,None,Police,None,0.0,1.0,0.0,2,1.0,0 Kg,Unknown,8.275,46.895,,,,2,1,2
,26 MuHarram 1430 A.H. ,Working Day,No Info,Unknown,Swat,35.3833,72.1833,KPK,near Mingora town,Military,High,open,None,Military,None,0.0,2.0,11.0,25,1.0,0 Kg,Unknown,12.95,55.31,,,,2,1,-1
,10 safar 1430 A.H.,Working Day,No Info,6.35 pm,D.G Khan ,30.05,70.6333,Punjab,Outside Jhar ali Imambargah-in muslim town area ,Religious,Medium,Open,None,Religious,Shiite,30.0,32.0,48.0,55,1.0,0 Kg,Local Hospital In DG Khan/Nishtar Hospital,15.105,59.189,,,,4,1,-1
,10 safar 1430 A.H.,Working Day,No Info,Unknown,Swat,35.3833,72.1833,KPK,near a Police station in the Mingora town of Swat District,Police,High,open,None,Police,None,0.0,12.0,0.0,0,1.0,0 Kg,Unknown,9.435,48.983,,,,2,1,4
,11 safar 1430 A.H,Working Day,No Info,8.15 am,Khyber Agency,34.0211,71.2874,FATA,Peshawar-Torkham Highway near Teddi Bazar in Jamrood ,Mobile,Low,Open,struck the trailer when signalled to stop,Foreigner,Christian,0.0,0.0,0.0,7,1.0,0 Kg,Jamrud Civil Hospital,10.32,50.576,,,,2,1,5
,14 safar 1430 A.H,Working Day,No Info,Unknown,Bannu,32.9861,70.6042,KPK,Police checkpost on Baran Bridge,Police,High,Open,None,Police,None,0.0,5.0,17.0,18,1.0,0 Kg,DHQ Hospital Bannu  / Peshawar Hospital,14.585,58.253,,,,2,1,-1
,25 safar 1430 A.H,Working Day,No Info,Unknown,D.I Khan ,31.8238,70.9095,KPK,funeral procession on  Dera Bannu road-near shobra hotel,Park/Ground,Low,Open,"Funeral Procession of
Imambargah Caretaker",Civilian,Shiite,30.0,36.0,150.0,200,1.0,0 Kg,"1. DHQ D.I.Khan
2. Nishtar Hospital
3. Lady Reading Pesh",15.555,59.999,,,,3,-1,-1
,26 safar 1430 A.H,Working Day,No Info,Unknown,Bannu,32.9861,70.6042,KPK,Lakki town,Police,High,Open,None,Police,None,0.0,2.0,0.0,0,1.0,0 Kg,Unknown,14.42,57.956,,,,2,1,2
,28 safar 1430 A.H.,Working Day,No Info,Unknown,Bannu,32.9861,70.6042,KPK,Bannu miranshah road-House of DSP,Residence,Medium,Closed,None,Police,None,0.0,1.0,0.0,2,1.0,0 Kg,Unknown,15.7,60.26,,,,2,1,2
,5 Raby` al-awal 1430 A.H,Working Day,No Info,Unknown,Pishin,30.5833,67.0,Baluchistan,Killi Karbala village in Pishin district,Educational,Low,Closed,None,Government Official,Sunni,5.0,6.0,5.0,12,1.0,0 Kg,Civil hospital Quetta,18.76,65.768,,,,2,1,-1
,14 Raby` al-awal 1430 A.H,Working Day,No Info,Unknown,Peshawar,34.0043,71.5448,KPK,sarki gate area in Nimak Mandi area-Peshawar,Market,Low,Open,"Inauguration  of an 
event by Sr Minister",Government Official,None,4.0,5.0,0.0,6,1.0,0 Kg,Lady Reading Hospital ,18.375,65.075,,,,2,1,-1
,19 Raby` al-awal 1430 A.H,Working Day,No Info,Unknown,Rawalpindi,33.6058,73.0437,Punjab,Rawalpindi cantt-Pirwadhi bus stand,Transport,Low,Open,None,Civilian,None,12.0,15.0,16.0,18,1.0,10 kg ,"DHQ Hospital RWP
2. Benazir Hospital RWP",20.875,69.575,,,,2,1,-1
,26 Raby` al-awal 1430 A.H,Holiday,Pakistan Day,Unknown,Islamabad,33.718,73.0718,Capital,sitara maket-special branch police gate,Police,High,Open,None,Police,None,0.0,2.0,0.0,8,1.0,0 Kg,Unknown,18.575,65.435,,,,2,1,8
,29 Raby` al-awal 1430 A.H,Working Day,No Info,8:30:00 AM,Tank,32.226,70.3761,KPK,road side restaurant opposite to military base in Jandola,Market,Low,Open,members of peace committe -members of Turkestan group,Anti-Militants,Sunni,7.0,15.0,0.0,25,1.0,0 Kg,Civil Hospital Tank,14.305,57.749,,,,2,1,-1
,30 Raby` al-awal 1430 A.H,Working Day,No Info,Unknown,Khyber Agency,34.0211,71.2874,FATA,Mosque in Jamrood Tehsil on peshawar-turkham highway,Religious,Medium,Closed,None,Religious,Sunni,70.0,76.0,100.0,175,1.0,0 Kg,Peshwar Hospitals,18.595,65.471,,,,1,-1,-1
,3 Raby` al-THaany 1430 A.H,Working Day,No Info,Unknown,North waziristan,32.9746,70.1456,FATA,Mirzail checkpost-Miranshah,Mobile,High,Open,security forces convoy was passing from checkpost,Military,None,0.0,4.0,0.0,9,1.0,0 Kg,Unknown,14.415,57.947,,,,2,1,2
,8 Raby` al-THaany 1430 A.H,Working Day,No Info,7.35 PM/7:37 PM,Islamabad,33.718,73.0718,Capital,"Margala Road Check Post
Islamabad",Military,High,Open,None,Military,None,0.0,8.0,4.0,7,1.0,8Kg,"PIMS
Polyclinic ",20.17,68.306,,,,2,1,-1
,8 Raby` al-THaany 1430 A.H,Working Day,No Info,Unknown,North waziristan,32.9746,70.1456,FATA,mirnshah security checkpost,Mobile,High,Open,military convoy was passing from checkpost,Military,None,0.0,8.0,0.0,39,1.0,0 Kg,Unknown,15.57,60.026,,,,2,1,2
,9 Raby` al-THaany 1430 A.H,Holiday,Weekend,12:30:00 PM,Chakwal ,32.9303,72.8556,Punjab,Imambargah in Chakwal ,Religious,Medium,Closed,Shia Religious Gathering ,Religious,Shiite,22.0,27.0,40.0,60,1.0,0 Kg,Unknown,20.555,68.999,,,,4,1,-1
,19 Raby` al-THaany 1430 A.H,Working Day,No Info,Evening,Charsadda,34.1509,71.7359,KPK,"Harichand Police Post-
Charsadda",Police,High,Open,None,Police,None,16.0,18.0,5.0,10,1.0,100kg,Charsadda DHQ/Tangi Hospital/JamalAbad hospital/Peshawar Hospital,21.093650306748465,69.93961190965092,,,,2,1,-1
,22 Raby` al-THaany 1430 A.H,Working Day,No Info,3pm/4.15 pm,Hangu,33.5351,71.0713,KPK,Check Post close to police station in Doaba Area,Police,High,Open,None,Police,None,21.0,27.0,26.0,65,1.0,100,Civil Hospital Hangu/ CMH Thall,21.175,70.115,,,,4,1,-1
2009-05-05,10 Jumaada al-awal 1430 A.H.,Working Day,No Info,MORNING,Peshawar,34.0043,71.5448,KPK,bara qadeem Check post-on peshawar-bara road-12km west of peshawar cantt,Military,High,Open,None,Military,None,7.0,11.0,25.0,48,1.0,85,Khyber Teaching Hospital / Hayatabad Medical Complex,18.615,65.507,2009.0,5.0,Tuesday,4,1,-1
2009-05-11,16 Jumaada al-awal 1430 A.H,Working Day,No Info,9:30 AM,Dara Adam Khel,33.6854,71.5131,KPK,check post in the Outstrikes of Darra Adamkhel-in area of Sabeena police station,Police,High,Open,None,Police,None,10.0,11.0,20.0,27,1.0,0 Kg,"1. Lady Reading Hospital Pesh
2. CMH Peshwar",25.66,78.188,2009.0,5.0,Monday,4,1,-1
2009-05-21,26 Jumaada al-awal 1430 A.H,Working Day,No Info,Late Night/Evening,Tank,32.226,70.3761,KPK,FC fort in Jandola,Military,High,Open,FC camp,Military,None,6.0,9.0,25.0,36,1.0,0 Kg,CMH Dera/ Tank Hospitals,21.54,70.772,2009.0,5.0,Thursday,4,1,-1
2009-05-27,3 Jumaada al-THaany 1430 A.H,Working Day,No Info,10.10 AM/10:30 AM,Lahore,31.5451,74.3407,Punjab,hit police checkpost outside Rescue 15 Office and country's premier intelligence agency,Police,High,Open,None,Police,None,26.0,27.0,320.0,370,1.0,125 kg,Ganga Ram hospital / Meo/ Services Hospital,33.275,91.895,2009.0,5.0,Wednesday,3,-1,-1
2009-05-28,4 Jumaada al-THaany 1430 A.H,Working Day,No Info,5:40pm,Peshawar,34.0043,71.5448,KPK,"Kohat Road-Sira Khora-
Police  Check Post ",Police,High,Open,None,Police,None,3.0,5.0,3.0,9,1.0,5kg,"Lady Reading Hospital 
Peshawar ",34.19,93.542,2009.0,5.0,Thursday,2,1,-1
2009-05-28,4 Jumaada al-THaany 1430 A.H,Working Day,No Info,Unknown,D.I Khan ,31.8238,70.9095,KPK,checkpost on circular road,Police,High,Open,None,Police,None,3.0,5.0,8.0,12,1.0,160,Unknown,29.085,84.353,2009.0,5.0,Thursday,2,1,-1
,12 Jumaada al-THaany 1430 A.H,Working Day,No Info,Jummah prayer time,Upper Dir,35.1977,71.8749,FATA,Masjid in Hayagai Sharqai village,Religious,Medium,Closed,None,Religious,Sunni,0.0,40.0,50.0,70,1.0,0 Kg,Unknown,23.36,74.048,,,,4,1,-1
,13 Jumaada al-THaany 1430 A.H,Working Day,No Info,8:35 PM,Islamabad,33.718,73.0718,Capital,Rescue 15 building in Islamabad ,Police,High,Closed,Senior Police Officials meeting,Police,None,2.0,2.0,4.0,5,1.0,0 Kg,PIMS,26.235,79.223,,,,2,1,-1
,16 Jumaada al-THaany 1430 A.H,Working Day,No Info,10.30 pm,Peshawar,34.0043,71.5448,KPK,"Pearl Continental Hotel
Peshawar",Hotel,Medium,Closed,None,Foreigner,None,11.0,15.0,50.0,80,1.0,500 Kg,"Lady Reading Hospital 
Peshawar ",29.325,84.785,,,,4,1,-1
,18 Jumaada al-THaany 1430 A.H,Working Day,No Info,Thursday night ,Peshawar,34.0043,71.5448,KPK,ring road Latifabad-Peshawar ,Police,High,Open,None,Police,None,1.0,2.0,8.0,15,1.0,0 Kg,LRH ,30.935,87.683,,,,2,1,-1
,19 Jumaada al-THaany 1430 A.H,Working Day,No Info,After Friday prayers,Lahore,31.5451,74.3407,Punjab,Jamia Naeemia madrassa-Garhai Shahu area,Religious,Medium,Closed,None,Religious,Sunni,5.0,7.0,5.0,12,1.0,24Kg,Mayo-Sir Ganga Ram Servuces-Jinnah Hospital,35.985,96.773,,,,2,1,-1
,19 Jumaada al-THaany 1430 A.H,Working Day,No Info,2.40 Pm,Nowshehra,34.0322,73.0944,KPK,military run Mosque in Nowshera Cantt-on supply depot morr,Religious,Medium,Closed,None,Religious,Sunni,4.0,7.0,63.0,105,1.0,0 Kg,contonment hospital-DHQ Hospital-peshawar CMH,29.2,84.56,,,,4,1,-1
,29 Jumaada al-THaany 1430 A.H. ,Working Day,No Info,Unknown,Swat,35.3833,72.1833,KPK,Thakot Police check-post in Battagram District.,Police,High,Open,None,Police,None,0.0,2.0,0.0,7,1.0,0 Kg,Unknown,27.665,81.797,,,,2,1,4
,3 Rajab 1430 A.H,Working Day,No Info,6:00:00 AM/6:30:00 AM,Muzaffarabad,34.3597,73.4711,AJK,near non commisioned officers place-Muzaffarabad,Mobile,High,Open,None,Military,None,0.0,2.0,3.0,4,1.0,0 Kg,CMH Muzzafarabad,33.255,91.859,,,,2,1,-1
,7 Rajab 1430 A.H.,Working Day,No Info,Unknown,Khyber Agency,34.0211,71.2874,FATA,Quetta-Khi RCD highway-town of Torkham ,Foreign,High,Open,blew himself up while being searched at the pak-afghna checkpost,foreigner,Sunni,1.0,4.0,10.0,11,1.0,0 Kg,Unknown,31.26,88.268,,,,2,1,-1
